Timestamp,Selection,Current_Bank,Region,Bank_Choice_Criterion,Fee_Influence,Account_Interest,Branch_Location_Importance,Family_Influence,Account_Benefits,Online_Banking_Importance,Online_Platform_Features,Customer_Service_Importance,Bank_Service_Exp,Reason_Choose_Other_Bank,Bank_Concerns,Service_Support_Expectations,Likelihood_Open_Elsewhere,Interested_Bank_Service,Experience_Influence_Change,Current_Challenges,ATM_Availability_Importance,Preferred_Communication,Banks_Considering,Likelihood_Bank_Change
9/3/2024 13:27:45,Je suis intéressé(e) par une autre banque,CIH,Souss-Massa,Options de compte,Influents,Compte courant,Important,Neutre,Meilleures récompenses ou incitations,Très importante,Intégration d'application mobile,Très important,Excellente,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Neutre,Emplacements des agences inconvénients,Très importants,Chat en ligne,CIH,5
9/3/2024 14:31:10,Je suis intéressé(e) par une autre banque,CIH,Beni Mellal-Khenifra,Bon service client,Influents,Compte courant,Très important,Très influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Très mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Influencé,Mauvais service client,Très importants,Application mobile,Banque Populaire,9
9/3/2024 14:31:10,Je suis intéressé(e) par une autre banque,CIH,Beni Mellal-Khenifra,Bon service client,Influents,Compte courant,Très important,Très influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Très mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Influencé,Mauvais service client,Très importants,Application mobile,Société Générale,9
9/3/2024 14:31:10,Je suis intéressé(e) par une autre banque,CIH,Beni Mellal-Khenifra,Bon service client,Influents,Compte courant,Très important,Très influencé,Frais plus bas,Très importante,Haute sécurité,Très important,Très mauvaise,Meilleur service client,"Oui, des préoccupations liées au service",Excellent service client,Probable,Comptes courants,Influencé,Mauvais service client,Très importants,Application mobile,Crédit du Maroc,9
9/3/2024 17:10:38,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Fonctionnalités en ligne,Influents,Compte courant,Important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Très important,Bonne,Frais plus bas,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Probable,Comptes courants,Influencé,Mauvais service client,Très importants,Par téléphone,Banque Populaire,6
9/3/2024 23:33:22,Je suis intéressé(e) par une autre banque,CFG Bank,Casablanca-Settat,"Good client service, but after I discover their digitalization is a joke.",Peu influents,Compte courant,Pas important du tout,Influencé,Meilleures récompenses ou incitations,Très importante,Haute sécurité,Très important,Neutre,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Neutre,Mauvais service client,Importants,Application mobile,None,7
9/4/2024 0:40:04,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Neutre,Compte courant,Très important,Neutre,Plus d'options de compte,Importante,Gestion complète du compte,Très important,Mauvaise,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Influencé,Mauvais service client,Importants,Par téléphone,BMCE Bank of Africa,9
9/4/2024 13:33:07,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Influents,Compte d'épargne,Important,Influencé,Frais plus bas,Importante,Haute sécurité,Important,Bonne,Meilleur service client,"Oui, des préoccupations liées aux frais",Frais et taux compétitifs,Probable,Banque d'affaires,Neutre,Mauvais service client,Importants,Par téléphone,BMCE Bank of Africa,5
9/4/2024 13:46:57,Je suis intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Bon service client,Pas influents du tout,Compte courant,Très important,Neutre,Plus d'options de compte,Neutre,Haute sécurité,Neutre,Bonne,Frais plus bas,Aucune préoccupation,Excellent service client,Neutre,Prêts et crédit,Neutre,Fonctionnalités limitées de banque en ligne,Neutre,Par téléphone,Société Générale,9
9/5/2024 2:20:25,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte courant,Très important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Important,Bonne,Frais plus bas,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Peu influencé,Frais élevés,Très importants,En personne,Attijariwafa Bank,4
9/5/2024 2:20:25,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte courant,Très important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Important,Bonne,Frais plus bas,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Peu influencé,Frais élevés,Très importants,En personne,Banque Populaire,4
9/5/2024 2:20:25,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte courant,Très important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Important,Bonne,Frais plus bas,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Peu influencé,Frais élevés,Très importants,En personne,Société Générale,4
9/5/2024 2:20:25,Je suis intéressé(e) par une autre banque,Attijariwafa Bank,Tanger-Tetouan-Al Hoceima,Bon service client,Influents,Compte courant,Très important,Neutre,Plus d'options de compte,Très importante,Haute sécurité,Important,Bonne,Frais plus bas,Aucune préoccupation,Excellent service client,Probable,Comptes courants,Peu influencé,Frais élevés,Très importants,En personne,BMCI BNP Paribas,4
9/5/2024 18:41:34,Je suis intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Bon service client,Très influents,Compte courant,Important,Influencé,Plus d'options de compte,Très importante,Haute sécurité,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Excellent service client,Neutre,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Chat en ligne,Attijariwafa Bank,3
9/5/2024 18:41:34,Je suis intéressé(e) par une autre banque,Société Générale,Casablanca-Settat,Bon service client,Très influents,Compte courant,Important,Influencé,Plus d'options de compte,Très importante,Haute sécurité,Très important,Neutre,Meilleures fonctionnalités de banque en ligne,"Oui, des préoccupations liées au service",Excellent service client,Neutre,Comptes d'épargne,Influencé,Fonctionnalités limitées de banque en ligne,Très importants,Chat en ligne,CFG Bank,3
9/9/2024 11:25:28,Je suis intéressé(e) par une autre banque,BMCE Bank of Africa,Marrakech-Safi-Essaouira,Frais bas,Influents,Compte courant,Très important,Neutre,Frais plus bas,Très importante,Gestion complète du compte,Important,Bonne,Frais plus bas,"Oui, des préoccupations de sécurité",Banque en ligne conviviale,Peu probable,Comptes courants,Très influencé,Fonctionnalités limitées de banque en ligne,Très importants,Application mobile,BMCE Bank of Africa,3
9/11/2024 17:36:59,Je suis intéressé(e) par une autre banque,CIH,Casablanca-Settat,Bon service client,Influents,Compte courant,Très important,Neutre,Plus d'options de compte,Très importante,Navigation facile,Très important,Bonne,Meilleur service client,"Oui, des préoccupations de sécurité",Excellent service client,Très probable,Comptes courants,Très influencé,Mauvais service client,Très importants,En personne,Attijariwafa Bank,10
9/12/2024 10:23:13,Je suis intéressé(e) par une autre banque,TGR ,Casablanca-Settat,Sécurité ,Neutre,Compte d'épargne,Pas important du tout,Influencé,Frais plus bas,Neutre,Haute sécurité,Très important,Bonne,Plus de sécurité ,"Oui, des préoccupations de sécurité",Excellent service client,Neutre,Comptes d'épargne,Neutre,Fonctionnalités limitées de banque en ligne,Peu importants,Par email,Attijariwafa Bank,2
